20 10000
-228 125 0
-55 83 23
262 -74 0
239 -34 27
53 -17 13
95 -82 10
-175 8 0
120 -17 9
-73 -58 0
15 40 3
-1 -145 0
-7 179 10
-77 129 0
-19 112 0
45 -160 3
148 -140 41
120 71 9
203 -125 3
153 -67 0
72 161 10
0 67 6174 1804
29 130 9016 1
93 113 10644 1
-51 63 0 31
-161 -38 8085 822
132 15 8015 1
-246 -66 3177 1
242 -125 0 868
48 -57 9840 1
-49 52 6298 1
74 -66 4345 1564
221 -30 2976 1
-29 116 7207 1
-8 -190 5752 1361
-127 -1 7517 49
-65 -59 8599 1
-86 49 15898 1
-71 -72 6202 1
118 -11 16215 1459
72 -79 2023 1864
40 -30 2874 501
146 -66 0 781
-32 82 9728 842
45 44 0 966
32 -182 1381 1
18 59 416 1954
50 63 0 1244
181 127 20213 1
49 9 5111 1
-59 108 4924 1561
-140 -207 0 1
27 50 4287 1074
-114 -10 8070 1
-75 64 6603 1
-56 -1 1113 155
124 54 208 1273
-4 -52 11470 415
113 -45 0 1
-75 -20 2309 1
83 -114 8954 620
-58 -38 9414 1389
1 12 2976 774
40 -58 9041 336
39 16 5600 626
1 -157 0 1
81 -31 6368 593
-182 30 11225 1
-139 -59 5916 1
-60 -35 8400 299
-169 -262 0 2486
55 -49 7490 583
2 49 317 461
-101 -122 5533 1
-4 -123 7376 231
83 35 11376 1540
16 82 2697 1425
-67 -201 8881 1
122 286 5907 232
-33 -76 0 966
-90 -82 3167 821
-47 -135 8045 1
112 189 6347 963
-98 -29 5240 109
-42 -114 2314 1031
37 211 3436 347
56 -56 7896 198
-97 -106 13273 774
6 98 1332 458
135 -1 5271 669
187 25 15122 1
-82 -83 7964 163
38 -24 4397 2
-21 8 1264 1
8 50 0 173
17 177 0 1
177 201 19403 1
-134 72 5230 1084
-112 -187 0 327
-99 -97 0 1
63 277 1632 1
-4 11 11872 547
-79 -33 3269 1
-109 37 11774 660
-201 -108 7482 630
-99 23 11785 1
4 -93 7323 1
24 88 1243 1307
73 -102 12177 1
-139 85 4906 1
-49 133 14977 762
295 44 3285 1
-2 2 10297 1108
89 -44 7776 1
142 3 0 1168
84 -8 4309 3114
-73 -103 4827 679
61 -66 11233 1021
-190 52 1070 1
173 80 883 1
59 -38 14582 3237
51 71 1108 37
-36 -141 8442 496
-1 93 2216 9
4 -13 10681 1622
-25 -207 8614 1
-116 -44 4114 1
-40 46 8286 468
204 -146 10658 585
-90 218 4593 1397
-36 110 1576 1
146 131 6334 525
-10 -59 13591 1
15 16 11257 1
71 -85 766 1
-91 41 9558 1
-84 -2 3683 1
-157 -165 1561 1
-13 -137 840 2033
98 -126 121 352
64 36 10436 50
18 -10 6350 1
-30 52 109 1
90 -117 10959 1
78 -28 5231 1057
-93 -69 8084 2060
-67 -53 3128 1
133 -13 0 452
-62 -136 369 1
185 117 6687 1705
-31 -119 2503 1
-4 -22 3044 59
153 -74 0 1004
-12 117 0 1
-36 -168 11043 1
44 -33 10489 828
5 158 0 1
136 -9 8882 97
-25 89 3513 1
293 207 8239 1
-110 -11 7448 478
-23 134 5506 1
0 135 544 820
57 -89 7723 1615
-26 90 4595 1
136 10 1293 1
-9 -16 618 1
93 -152 4490 1
-50 89 3270 733
57 3 0 1
139 -44 5249 1
-85 -88 4033 1
5 -79 4618 1
-48 18 7887 1
186 -96 12356 1693
-13 -50 11508 1473
-53 62 6012 531
71 61 4219 334
-48 -7 11553 47
39 -107 7969 1557
-57 8 6253 377
85 -1 2930 1202
20 -29 4615 1
8 120 2702 1
-40 -23 4358 170
99 239 8092 2285
10 15 7792 1
57 -179 4748 1
0 75 661 1
39 14 0 1
-149 -23 11298 791
86 113 9536 699
15 -90 0 441
6 14 11582 1
-153 195 9304 1
71 46 7760 7
18 -96 8141 1
110 -85 0 1
28 -197 0 1
113 -49 2212 717
107 5 10934 113
114 -20 8583 1680
-185 -125 2233 181
76 158 0 1
163 63 11508 1
-185 -206 8035 1477
-61 -32 12681 1
-150 -55 15770 572
-79 -115 18445 1
-9 121 7345 1
-235 98 7313 118
-114 -35 7636 343
-85 -41 0 1163
13 -204 10832 1
-105 -77 2004 858
-300 -189 8803 1
290 -70 5925 1290
-2 -100 5918 1785
-135 195 9228 2064
182 95 9270 1754
23 -11 6659 1
-41 94 9461 2
149 14 1418 883
-67 76 0 1269
3 60 8226 1
109 9 772 496
166 107 0 557
-21 -65 0 606
-18 -58 8302 1
3 46 3913 331
95 109 9693 1
96 -61 0 1
-125 59 14135 1
-2 178 11223 1247
107 -144 11407 242
-34 65 11681 1
44 42 994 214
54 -37 1462 1
48 -26 10694 1
-22 -53 6415 1396
5 33 0 3160
15 -72 0 1
-10 -60 4746 748
15 -67 8608 1073
-25 -148 4074 211
237 56 6703 15
-133 36 5682 1
-84 45 7259 816
-51 -85 4451 85
-134 152 0 2547
154 -117 8986 1
58 24 12483 171
3 -9 11778 1
142 -41 8484 879
149 47 11745 317
101 -26 12165 1
27 96 2574 238
-92 -17 0 582
-78 -8 2167 749
13 190 8547 511
12 35 0 1614
-204 121 10609 1
-112 -68 0 1
11 41 3471 599
-105 -235 0 1
-48 21 10596 1370
-45 132 7876 93
-91 29 0 67
-107 -89 5672 1092
-40 -66 10666 1
73 -90 16448 1109
-54 -311 0 929
-18 84 11451 1
-16 -60 8347 1
-125 18 2380 1
27 -291 7977 629
-22 1 6299 1
56 86 4596 1
33 -22 4791 850
6 -164 5985 1
131 -147 6338 1
-24 -141 0 270
2 97 9592 1
66 -37 9084 1
-35 26 7506 1
-105 45 2200 1
256 179 7291 814
-84 -139 8838 1
94 -28 7508 1387
-66 51 1421 1
-109 -118 0 1659
-35 69 0 532
35 -33 0 1
-43 67 4755 3444
-102 -153 3431 381
13 17 3697 1463
139 124 1648 1
124 141 7082 1
88 -27 12143 433
12 28 0 1
59 -211 6575 1
52 40 0 116
52 64 8055 410
104 -24 9013 470
-37 -96 5394 1
-18 -9 5962 1484
-79 127 8612 1
-64 124 2756 1306
140 -127 3393 455
48 166 5559 1
-49 -137 12027 599
-16 -23 0 1
-32 -149 10674 583
-44 -37 2881 899
-233 -37 8788 638
-149 -33 3294 2014
-94 -55 0 935
164 24 0 1227
-48 106 5782 359
-20 159 7251 549
-29 18 5152 1
-71 -68 10343 1
29 15 1098 110
-50 -41 7120 1
-104 30 733 1506
-209 -42 5824 1
-17 -146 0 1307
-168 51 0 1
113 18 1384 233
17 -1 0 897
92 -54 1170 558
-69 243 11030 1
197 -97 9857 1
16 -6 0 1
-69 -219 617 593
78 133 11338 1153
15 -18 0 1177
39 -43 5468 1
25 84 0 1
-20 172 12572 2128
-1 -7 0 1094
20 170 8601 54
-114 179 0 344
40 19 4057 1
25 115 0 1
-27 -156 7724 1595
-44 186 1048 1
-19 79 12964 429
60 -16 4042 1
71 17 6843 1556
-150 1 4700 401
0 -16 6559 1
25 188 10413 788
-37 -15 2857 1
144 -105 638 1156
43 19 7915 1
19 65 9520 686
-220 -27 10273 1343
118 -105 1754 1
-50 22 11121 686
161 -108 8591 1
126 -44 7924 1
137 15 3854 1
-1 -123 0 1
2 24 8977 1094
-11 153 10864 1
-92 107 6176 1
-28 -28 0 1
-17 -270 629 247
-21 20 11472 288
52 -34 11611 1337
23 -133 4142 1
-45 32 8920 1
-48 174 0 404
-78 -11 7306 1
158 -62 7395 545
-133 42 0 1
-25 83 4696 1
42 160 0 1
-44 6 0 1
-155 -302 0 1
3 6 4519 1
13 -3 10537 1
45 -35 2467 1
6 -29 1844 1
110 8 16983 1
-63 75 2433 1
178 -37 2344 41
34 -155 3362 1
-206 33 7882 1
132 155 6862 2509
8 -36 0 1
174 34 5888 2204
-112 72 0 1
1 -45 6048 1
149 -93 7565 1
-129 -121 0 596
-161 28 16938 1
-132 -42 0 1
56 -67 10921 1
149 208 0 234
-284 117 2080 1
213 -178 5977 1
200 72 7655 88
-11 22 9799 1
151 82 802 1
-63 91 7760 396
66 182 895 471
-79 -68 6726 1
-298 -13 4498 65
-40 153 0 439
110 2 0 1
-29 63 1753 1
-76 -1 0 650
-96 -31 4268 63
122 -54 6452 1
44 -8 2336 1
71 51 10027 1
-174 -213 12410 458
-69 52 3943 1
-2 -235 4514 1
32 87 0 1
9 -103 0 1
111 -7 12936 2749
20 -74 2924 1
-18 173 4843 818
111 -166 1933 1907
-48 -6 11789 1
-53 142 0 1491
-36 -29 2652 1125
-182 158 5516 507
-94 -76 10596 751
-41 -126 4731 1
-29 36 8504 547
-60 167 9464 1
67 -19 9011 1
-130 14 468 207
207 125 1984 322
-150 -115 10822 1
23 -236 0 1
119 39 8778 1
-121 -73 7051 1
83 -64 7533 1
-32 162 0 512
-96 -59 1857 49
84 -142 8510 1
-152 -37 11263 1
-18 1 245 813
159 -105 0 498
-159 94 4664 1
-6 10 7557 643
-12 3 6720 1
-125 118 0 1
33 -103 10493 1160
55 -35 1493 1
78 82 13931 497
-29 -251 1709 190
96 -41 14687 1
-34 -3 1291 1
-28 116 14565 1
7 -58 3380 1
75 -148 4750 1
46 25 3100 1
58 24 5115 1935
32 -8 4393 1
-5 -74 0 1
109 -158 0 921
50 26 526 1305
-191 -51 434 406
-80 141 3765 1
28 86 6414 1
-135 -42 6447 567
-106 71 4353 1
-88 -113 7895 1
-159 -29 9834 1
91 -40 5160 1
109 24 4680 941
-84 79 11016 1
-116 -98 16560 1
39 6 3744 217
12 -74 0 659
24 84 0 180
-9 41 4181 398
90 18 7475 1
83 -21 13531 265
57 62 874 864
49 161 5312 1928
4 37 6956 176
-175 219 16903 1659
31 86 2819 1
-146 148 7229 1
-35 -59 16145 1
-128 10 7938 1102
194 10 2697 1
62 -25 0 124
125 -260 4545 1
-152 13 2497 1772
-140 -100 0 1
-104 -79 9650 1
29 42 2637 1
66 -157 3597 1
-4 -24 9488 1
-39 73 1892 1
-3 39 3006 53
-136 82 3393 1
-56 9 0 822
-72 -127 6224 411
75 0 5594 102
13 -150 8197 268
-158 77 3735 1222
102 -133 1545 1
36 -96 3277 1
98 137 7269 299
138 102 8365 1
-43 -7 5901 331
-123 87 2771 1
-19 -152 2808 231
14 81 9070 1
65 0 0 1
-103 67 13319 1105
43 -56 1219 137
206 -103 15035 1
-69 -175 6046 1
92 69 0 1
20 -134 2878 1
46 72 9771 1133
-147 27 8580 1
-95 -84 12188 1341
201 -86 4109 1
-36 215 4940 101
-6 -194 8225 1
-126 -70 4229 281
-17 28 6326 1676
84 -79 0 1329
141 -53 0 1187
180 157 5185 1
-69 2 10040 1
199 253 2713 1
42 37 7245 1
77 99 1426 766
-47 34 12005 1
-135 94 6065 1034
71 113 7393 1126
49 -80 324 35
-31 85 3151 48
75 -129 6907 954
-36 41 0 1420
57 0 7508 1
71 -272 4849 634
-69 -36 379 1
-43 98 3942 1
-12 70 2556 280
17 -40 2812 1
95 -35 1826 287
-133 -21 2659 1
18 -1 11132 1674
61 -82 6028 1
-9 296 654 1030
-14 -81 5875 96
-50 -65 2688 1891
48 141 958 1
-23 -78 0 1
185 -26 0 651
108 105 0 879
2 243 7270 839
153 -93 0 1
-45 72 9462 676
-10 44 5925 735
-120 -65 4926 235
-18 -107 6269 1049
-1 -70 3386 398
-11 156 2476 1
-174 82 8101 1
5 138 7692 1
-140 143 0 2238
55 8 16501 1
77 37 5878 1
94 8 7785 502
-196 -78 13652 1
80 -36 3885 1
-50 -56 3134 1
32 133 8070 1893
-93 9 685 1
191 -82 5482 22
-8 35 0 361
-27 48 0 801
-19 -7 6574 1
-125 -25 0 1
161 128 0 1
-10 -157 13065 688
-18 -85 6929 1
-72 -32 5619 1
0 -32 6337 1
-20 -11 7655 374
72 -22 3840 936
16 9 3478 1026
18 57 7891 1507
70 138 11328 718
-77 47 1104 1
-110 -94 6595 1
-34 127 7398 591
80 -46 6236 2589
39 -36 0 1
-8 104 5684 925
-76 11 12084 1
226 75 3912 53
150 -100 6989 1895
-68 -95 13281 23
-69 -143 10179 1
-147 63 706 1
-131 -64 8478 1
18 -120 8248 446
-28 -24 9981 1
32 115 1142 448
44 -11 4373 1
91 -39 15151 822
167 -49 9093 173
-131 -73 8003 263
19 -149 9016 448
4 75 8027 1
112 -72 651 1
-125 122 4342 1
-128 113 2689 1
139 38 7632 510
-25 34 8368 1
-46 0 0 1
116 -226 9683 3151
-143 120 6186 1
0 70 11353 400
-21 -85 9346 1
72 61 9494 765
44 -73 0 1831
91 143 13129 478
-2 -101 4216 1
-170 -8 2686 1
169 -93 17325 1
30 27 13023 1
96 -155 10666 475
-27 -131 6698 1
-95 -44 13535 1
-79 40 10632 1
-62 -46 0 1858
18 105 8341 370
65 78 0 1
-21 -39 7654 253
96 -23 8179 657
-270 -110 6585 386
-269 -143 9866 2041
76 -22 9148 649
14 -160 3022 1
-27 61 12312 1904
48 115 12935 1
167 -104 2866 2674
-151 88 9673 369
-82 -91 1608 1
-237 95 5459 1
68 50 314 1
-98 -128 1290 1
-37 -95 0 1
-81 72 0 7
25 55 9538 1
-179 -177 4405 1386
140 20 3323 1
-79 -204 2757 702
-14 -130 0 988
-17 -51 507 62
103 -6 829 1
-22 -41 7136 1
-138 -43 3671 1802
40 -99 7750 1044
-99 57 5402 1
116 68 6201 417
-110 -67 13873 1
80 27 0 1
-115 90 0 1
-17 76 1901 1
113 71 927 1
-77 -242 8954 1799
21 -124 4103 2519
201 -33 6633 1
-147 -198 14297 1164
-199 42 7967 345
-41 3 2494 386
20 -2 15872 2882
-55 -16 7265 1
54 -103 1811 1
0 99 2359 395
-93 -157 991 12
104 -41 7822 1
81 33 6237 1
-189 133 6855 1
228 26 3670 174
72 -87 4280 1513
75 -37 4442 1
166 49 2555 1
-139 -5 6751 285
79 -30 14020 918
30 172 6345 1
-100 -227 1522 1597
93 44 5696 861
22 -198 10404 1
67 74 5859 1
0 87 0 1
-64 -86 3130 1702
-164 -7 8345 311
-39 60 0 515
-5 33 9380 1
-149 5 7757 1
113 -41 5564 1
-185 -55 0 1
-41 -51 8505 433
-21 98 9701 1
-125 24 4136 20
-38 111 6274 1
116 -153 8795 293
288 133 10264 1
122 204 4230 1741
-135 -109 3140 160
-29 136 0 836
69 -208 2412 1
-21 -23 4487 564
-44 3 11537 415
169 5 1362 1
100 150 16869 306
-165 -162 5322 1
-93 -54 13282 1
63 -56 2457 1
57 36 3400 450
-99 -35 11584 566
-165 -46 7471 842
225 2 0 1
-160 166 14583 67
153 -18 0 1037
-93 117 3368 1
22 49 5173 244
-77 -145 3327 973
-42 149 0 1860
13 -19 8947 1
-161 20 5128 1443
-1 -122 10647 710
-80 0 11948 958
130 -23 208 1
145 108 2929 1
-29 80 4235 1
200 0 3375 1
-63 100 0 1304
61 -109 1396 1
167 16 2783 222
-151 80 565 860
31 220 0 346
-225 -1 4116 402
56 46 3321 1798
-110 -9 0 897
-123 12 327 1685
58 -9 517 1
97 -110 3017 1301
104 15 11264 820
8 -51 2417 1
-146 228 5084 1
-37 -144 5142 820
165 -18 0 691
16 117 0 114
52 -27 3494 470
11 37 1692 1
105 -121 5973 558
67 -235 8635 1
-113 110 7179 659
50 130 14602 442
139 -13 17754 1
139 91 1875 1
142 -166 11737 1
120 79 61 1
8 197 2805 726
38 73 0 1
119 88 4165 789
126 84 3881 1
-259 -208 14802 3
108 166 12371 1
-57 99 11813 1
-132 43 9716 1
-52 -101 7950 2671
-180 101 10824 605
-170 50 3312 440
-32 -176 1441 506
95 -63 12386 1
201 15 4084 1
138 32 0 1
-138 153 9866 112
-99 127 1891 1251
-201 -114 8623 524
-27 157 3568 110
-163 -70 7698 1
-36 74 11943 2882
-122 -156 13943 377
18 -81 0 1
14 82 0 1
86 85 12983 1
-110 33 9872 1
45 15 9665 832
-214 218 3758 1
4 -104 1817 258
126 -27 4220 284
215 46 6493 1
-14 -6 7623 1
97 0 12006 726
138 -3 1361 1053
49 10 16531 1
-1 -137 8673 366
10 -162 3913 1
-93 -107 14835 1
54 134 7168 1
5 -77 1467 186
-130 -40 5880 1
-82 128 517 1
76 46 7320 1
50 -55 8489 1
-21 34 7860 1
-92 -78 0 1
-102 -173 4046 1
15 -90 5208 1
201 -90 3236 371
164 -39 0 1
-17 -156 3490 659
-109 45 581 1
-101 24 8306 623
-27 175 4089 900
11 61 15174 58
-224 -20 1802 236
-91 -51 9721 215
49 -152 7591 1
24 33 3899 117
-73 70 4297 625
1 -86 0 1
-27 -104 0 1
145 47 6447 1
-87 42 10689 1
29 12 0 1
-56 18 5753 295
52 -162 6730 564
31 83 6376 803
27 -150 0 41
56 150 188 121
-198 -70 0 1
24 158 2948 1171
84 78 8370 488
-89 102 619 419
42 -4 2430 1
-95 90 2838 2
51 -49 1413 1
27 -76 9661 1
-66 110 1780 1
-71 -74 8008 130
179 150 4267 384
-84 -205 1460 1
163 161 5282 1139
-118 161 13228 1
32 -21 7349 872
-81 -146 2645 1
-140 122 3133 1
44 89 0 1
91 -6 7224 1
13 92 9572 1
-142 -61 0 758
23 26 4848 1
-36 -15 14617 883
-90 -142 2859 1
-89 107 11895 190
11 -112 10087 209
-68 -40 0 549
-18 60 0 534
143 -40 1660 1
48 237 6494 1
87 70 7093 1027
-154 -79 2084 1632
-16 266 2551 1731
87 -46 6100 1
56 97 8004 1
4 -135 4270 1
218 -24 0 1
133 54 7090 867
65 113 11429 1
-51 -26 0 247
-104 31 10216 1
-32 23 286 1
-73 37 0 1
-35 29 11357 30
131 -47 2292 1
-174 -24 4739 1
-155 -113 0 2005
-205 69 9953 186
73 -106 2096 1
-41 -252 4891 1339
145 -114 861 1
205 -35 3289 484
133 19 3559 1
7 45 4097 1
-214 47 4461 272
-44 -207 4046 1
248 31 4769 1
-20 -3 10046 1
223 35 3135 199
-4 58 5836 2406
-2 28 4584 308
-40 7 94 1311
88 -79 8483 1
94 -85 16353 1
-161 -12 9870 1
-125 -146 4005 1270
-164 49 0 1066
41 -9 7147 1178
128 -18 2560 730
58 -179 14209 1
86 148 1527 1
-11 -29 2972 465
-166 71 5535 975
-187 6 14936 948
61 -4 0 66
-51 63 14043 1060
86 148 3644 1
38 6 3897 1
-5 -62 5554 120
-85 62 8116 579
77 16 10087 1
15 7 12701 308
63 -43 4227 888
-5 -65 10089 468
-54 139 6665 304
-36 156 7032 1623
-59 151 2551 2137
26 -3 0 1
268 -2 10026 1
76 20 7555 1
-239 58 5824 99
-73 114 2347 1040
161 -253 7451 1
21 59 9755 738
35 48 7467 62
-54 37 4517 1
-143 -29 5871 1
-24 135 0 1
-71 93 4126 485
-119 -131 0 1
96 21 4015 704
-46 121 3544 1003
53 -2 7577 1126
33 -223 0 1
173 -31 8336 610
80 -44 15436 1
-63 -71 2642 300
230 -15 4361 426
67 -177 3312 759
-86 -37 9515 889
106 -23 0 1565
-94 94 2876 1725
-31 177 0 1426
43 -104 7374 1
-77 -42 11217 1
72 65 5110 12
-54 -168 0 1
-136 43 5480 451
-125 -5 1286 1
-78 108 4973 1857
43 103 4984 1
-131 -307 1915 1
-72 -66 3732 1
-9 -135 3876 1
201 30 5717 463
27 -158 4408 1699
191 -11 16199 2139
-97 77 0 10
62 45 12116 731
-200 -148 1221 92
7 -82 2328 122
-32 -82 928 1
140 0 5673 1010
113 84 12094 1
-3 -106 10567 1
-5 -42 6392 1232
-58 125 6083 796
-102 91 1073 1900
-110 61 2194 1
26 98 3610 518
88 -156 11312 901
65 44 9724 1
-92 65 3552 1471
-33 -27 814 907
-126 -161 4100 1
-66 -64 1789 753
54 -135 3109 455
112 -118 0 1
32 -37 795 20
-83 62 12880 1121
106 129 0 1
145 -99 9991 2300
-49 42 6056 101
19 243 16317 640
79 76 8327 977
0 -40 14126 702
175 102 2286 1
152 -93 2375 1
7 -100 6902 358
-34 91 2113 1450
34 12 12750 48
-28 72 6709 401
-34 51 0 674
-59 42 4781 76
-73 19 12610 158
-33 -11 3941 1
-25 86 11843 1
-22 70 1623 1002
10 130 12964 1
7 -87 11472 2557
-130 166 0 604
44 55 3221 1
119 -46 3187 89
-3 -60 9995 1
165 -142 5237 1
131 -34 9319 451
3 75 9813 1072
152 20 13391 1
80 122 4604 1
-1 6 0 1
-165 9 671 1
58 85 1170 1
146 -4 6852 1
121 174 12223 701
-2 91 4415 288
-2 0 4955 865
-1 63 9294 953
-205 -26 1777 1
-87 -139 8779 79
41 88 0 1
-27 -110 13928 484
10 90 8314 1
-22 0 8115 1087
4 -151 2579 1
-5 -76 997 575
124 170 5568 1163
-122 -21 11763 1
-16 -52 16314 413
-34 -26 1795 1
-16 178 1653 1
72 -36 6339 1326
-118 56 5540 659
-148 -4 0 1
6 -24 3890 779
-73 3 7368 1635
-44 93 20548 1325
-72 -59 9020 325
-3 -52 3725 2383
-84 -193 4020 1
27 31 4614 471
33 96 2720 854
71 -109 0 30
57 -145 5070 1100
-26 198 9851 779
-166 -17 0 396
7 -32 5643 1300
-123 -106 13865 1056
11 -78 0 122
23 -46 9585 430
83 16 7623 1178
69 9 0 480
-6 -140 7878 1
-108 46 2505 1
-215 -62 10467 24
-91 -250 4932 164
-178 35 1031 712
59 -257 0 1
37 126 1987 1118
-78 13 5098 1
212 113 13918 651
-117 76 14678 2425
-6 -81 5043 381
38 -155 2368 1
64 -132 0 317
-69 -189 7345 395
-118 29 5591 1
56 109 3933 929
-53 -64 5153 1
137 39 7763 225
-30 132 3491 259
-22 -54 8952 1102
89 -95 7310 1
207 -109 0 682
-47 15 10102 1
21 101 3384 1
33 157 4177 1
166 -42 1305 1
57 -167 5569 2159
51 -65 6827 1036
38 130 8434 253
89 102 10465 111
99 72 0 54
-116 103 4647 1304
66 -86 6698 1
-82 -91 5993 1
-103 -38 15399 1108
12 -35 0 921
-17 -191 16620 1
-122 -12 3169 1
69 59 17486 1195
52 -103 2472 1
-175 -65 9655 1
-28 -58 14594 1
-18 -113 8640 1
-99 -119 3931 1830
23 133 5125 1
-163 -25 0 742
-71 34 6747 1
3 128 2802 1
6 -188 0 1067
-40 -60 0 1
146 132 13549 55
123 23 566 1
-48 4 11969 409
30 48 5710 1552
65 97 6375 1086
-5 7 4627 1
-87 67 0 1
-65 -68 10238 1190
49 -73 1825 1
-60 -131 7207 1311
173 7 5735 1
-43 175 10060 899
-31 -46 0 399
-70 -42 451 5077
22 81 0 351
120 -20 8869 884
139 -2 5035 836
-107 -137 7209 199
23 15 4828 641
-207 -34 8181 1004
161 56 3240 907
175 124 0 55
-48 -33 3623 1
34 35 8025 1
-53 127 5187 794
10 -46 0 1
75 157 19550 275
30 -58 8472 447
-41 -89 3697 1
-10 -100 4291 144
-108 -28 7376 1
-24 52 13663 353
-19 -84 5883 376
-22 248 7583 1055
-67 -49 4241 1150
-41 50 3240 800
78 99 5615 152
4 139 7182 1
213 111 0 1
-64 -186 3460 1415
-114 -84 5395 1
28 40 0 471
-132 -42 1530 380
-125 -49 11836 1
-224 36 0 1855
59 -65 10621 1
82 16 3022 149
47 -25 43 1
-134 -82 7521 1
-20 60 8881 28
-20 41 2663 710
38 -118 5566 145
-72 -266 3880 1
212 -100 8003 1
15 -74 0 1
-45 -59 11017 203
21 66 0 38
78 -61 5152 1
-148 88 4603 1
-95 -106 6860 1
-18 -41 688 46
50 -134 0 137
69 -133 10810 663
-35 -83 8580 1
-3 -11 0 1
136 -217 9889 1
-139 101 12621 1
66 -27 3976 1
61 -42 3571 1
128 -51 296 1
-81 116 0 1
6 0 9722 625
119 208 4179 1
36 -43 3283 1
-130 11 7900 1
-299 71 0 1
6 -70 12983 810
83 -143 10243 1
-51 198 1967 102
14 -150 2750 333
-199 13 6433 659
26 32 5778 606
-81 66 0 1
-49 -82 6777 1
185 -27 12940 1
-78 -226 6548 1
0 9 6703 1
-13 -64 716 1139
-68 -42 3126 1
-17 -62 1672 1
-87 45 6422 1
47 -218 1981 1780
10 44 9938 325
100 112 13055 1220
58 22 2570 491
169 -59 13338 911
22 -128 4036 1
-54 45 4953 1
46 92 6619 1
-180 -82 0 1
70 -22 2098 1
57 -114 0 1302
-199 -66 3302 504
-23 5 4869 1
6 187 5459 1
-163 -179 1532 712
43 69 7249 2091
18 283 3524 1
-254 90 4538 1
-99 -106 13334 1090
108 152 0 6
58 35 2874 1611
-88 -6 2138 36
-77 90 1197 2385
-33 61 2682 1
-106 -37 4376 1
-147 76 8066 1
108 -139 0 163
-141 67 0 1364
-9 115 12118 1466
101 32 1674 428
-132 50 11281 1
54 -76 0 1117
97 0 2916 993
-62 163 7676 1
-15 -259 8388 263
-27 17 4369 1211
-26 139 8673 207
182 152 0 819
82 121 2277 1
128 -69 2939 421
-1 -138 2200 1696
-42 -137 3558 23
-17 53 8634 2009
45 -118 14658 155
-93 -121 9337 1
44 -49 0 878
-135 111 4330 1
108 -148 2829 539
67 -86 3538 426
-5 164 8192 1
73 -130 7786 996
213 81 5942 426
-75 -67 8638 105
15 -14 0 1
-95 213 0 1
247 2 8997 1
58 -36 0 1
-184 69 2101 1033
-97 187 9253 1
183 10 0 365
62 33 5943 131
-22 -43 10104 1
-57 221 31 3496
10 -23 10801 522
41 -82 5987 551
-72 -27 0 1
40 210 15566 1
94 47 6389 1
-134 4 4768 1
97 -100 2595 1160
-30 -33 4753 1
-9 19 5492 1
-52 60 6465 1
-75 65 5100 797
177 110 0 954
138 -118 9760 1
159 -129 7410 1
-23 27 6797 284
-63 58 3865 1
-49 34 8092 847
30 63 11559 699
-30 121 0 209
44 75 11876 203
-208 -244 14242 38
144 -25 0 1
3 95 8795 1601
-249 -106 1001 1
18 110 10844 3153
-31 -36 4580 455
-27 56 5218 1
33 54 11768 901
48 -71 0 1
-138 -64 0 587
-63 -72 10546 1420
40 -267 1052 1
33 -25 12042 193
-239 137 6099 1
104 -158 8480 311
59 -2 409 282
25 7 12767 960
127 126 1153 615
-103 88 5394 1
-37 61 0 1
5 6 3777 1
-18 64 1337 437
14 85 659 610
-36 84 724 1
-32 94 3036 1
-35 -128 5146 1
154 79 8759 1
33 39 3648 234
-15 -85 1037 372
58 -110 2893 1
-6 19 5374 1
32 -113 6989 715
10 -48 10779 1
223 -49 2609 1
-169 262 5552 369
64 147 9770 1545
-246 -198 2396 1
-83 29 3992 827
-80 172 4383 749
157 2 8420 835
134 -154 10854 1
-11 -74 0 1064
120 -22 10375 1
-1 106 8054 1263
-22 -9 9900 577
-3 -37 3842 1
138 -155 1764 2568
58 -142 0 1
94 -58 8090 1
-6 -57 12774 1
-87 -46 6206 1
-19 -24 508 1
46 -138 0 1
-110 -66 0 328
-134 -12 3234 1
-64 -54 15216 388
26 43 9366 270
-69 67 3332 879
-67 -55 7954 985
33 -119 3949 947
91 54 7682 463
160 12 0 937
-9 33 17493 218
43 -185 15195 1
-35 137 0 1238
60 -127 4860 817
225 190 4564 722
138 -140 4172 1234
38 -112 5610 1
206 60 0 1
160 64 6938 1262
14 52 8098 1
60 59 11201 488
-186 -31 0 1014
-113 76 3639 891
-94 75 1650 1
59 96 0 1
0 72 8211 1659
-11 162 3883 1
-62 47 1016 1
168 138 5615 1
-94 -35 5325 468
-40 -35 9909 765
20 26 11210 1
37 -176 0 1
12 -70 2596 1008
104 -118 9392 608
-107 -101 0 1
18 -39 4831 1
22 -61 9764 570
-37 64 5368 362
75 113 9984 454
94 35 0 774
4 45 9087 663
-24 -52 1209 1389
73 -10 10370 1
142 166 9651 38
38 222 692 1
60 -29 2654 1
-49 113 11696 1602
238 154 9135 1
-96 59 15158 1
28 -30 756 1525
-152 61 0 1909
43 -103 13853 1206
17 113 4357 1108
173 -84 11839 294
3 -71 4845 1
-58 -8 11799 437
36 147 4669 970
185 2 5310 341
-81 -82 8669 1
75 -72 1349 1
-135 47 8028 1
-172 -164 0 1200
202 4 0 1
77 -159 4710 331
224 -116 11853 1753
100 -21 11734 1
-118 -66 970 599
-57 -18 11922 1
-1 83 9 1
65 -53 0 472
-41 -109 10904 1
